run_id,test_name,is_anomaly,cpu_usage,http_req_duration,cpu_spike,latency_spike,memory_spike,error_rate,http_failure_rate,avg_response_time,failure_rate,go_memstats_alloc_bytes,go_memstats_alloc_bytes_total,go_memstats_buck_hash_sys_bytes,go_memstats_frees_total,go_memstats_gc_sys_bytes,go_memstats_heap_alloc_bytes,go_memstats_heap_idle_bytes,go_memstats_heap_inuse_bytes,go_memstats_heap_objects,go_memstats_heap_released_bytes
light-oauth2-data-1719602043,invalid_code_challenge_method_pkce_400,1,2.000000000000046,0.029831,1,0,0,0.0,0.0,0.029844333333333334,1.0,2832968,230924840,1498991,3032234,4271784,2832968,3547136,4382720,22521,2408448
light-oauth2-data-1719602043,code_challenge_too_short_pkce_400,1,7.499999999999951,0.029831,1,0,0,0.0,0.0,0.029844333333333334,1.0,3019320,233018992,1500391,3057234,4271784,3019320,3416064,4448256,27326,2408448
light-oauth2-data-1719602043,code_challenge_too_short_pkce_400,1,4.0000000000000036,0.029831,1,0,0,0.0,0.0,0.029844333333333334,1.0,2819744,234930872,1501143,3089563,4271784,2819744,3645440,4317184,23597,2760704
light-oauth2-data-1719602043,code_challenge_too_short_pkce_400,1,6.00000000000005,0.029752,1,0,0,0.0,0.0,0.029844333333333334,1.0,2365312,238144296,1502927,3127783,4271784,2365312,4079616,3883008,18003,2596864
light-oauth2-data-1719602043,code_challenge_too_long_pkce_400,1,2.4999999999999467,0.029736000000000002,1,0,0,0.0,0.0,0.029844333333333334,1.0,2871488,239903240,1503895,3150294,4271784,2871488,3571712,4292608,23155,2465792
light-oauth2-data-1719602043,code_challenge_too_long_pkce_400,1,6.00000000000005,0.029715,1,0,0,0.0,0.0,0.029844333333333334,1.0,2209360,243039808,1504359,3189857,4271784,2209360,4186112,3743744,15642,2383872
light-oauth2-data-1719602043,code_challenge_too_long_pkce_400,1,4.0000000000000036,0.029736000000000002,1,0,0,0.0,0.0,0.029844333333333334,1.0,2614144,244945808,1505111,3211581,4271784,2614144,3596288,4300800,23050,2293760
light-oauth2-data-1719602043,code_challenge_invalid_format_pkce_400,1,0.0,0.029736000000000002,1,0,0,0.0,0.0,0.029844333333333334,1.0,2614144,244945808,1505111,3211581,4271784,2614144,3596288,4300800,23050,2293760
light-oauth2-data-1719602043,code_challenge_invalid_format_pkce_400,1,5.999999999999961,0.029736000000000002,1,0,0,0.0,0.0,0.029844333333333334,1.0,2570200,246965968,1505111,3243336,4271784,2570200,3604480,4325376,20362,2547712
light-oauth2-data-1719602043,code_challenge_invalid_format_pkce_400,1,2.000000000000046,0.029751,1,0,0,0.0,0.0,0.029844333333333334,1.0,2585400,248937008,1506199,3273691,4271784,2585400,3563520,4300800,19795,2547712
light-oauth2-data-1719602043,invalid_code_verifier_format_PKCE_400,1,5.000000000000004,0.029751,1,0,0,0.0,0.0,0.029844333333333334,1.0,2742936,250943296,1507399,3299526,4271784,2742936,3743744,4120576,23456,3162112
light-oauth2-data-1719602043,invalid_code_verifier_format_PKCE_400,1,5.999999999999961,0.029752,0,0,0,0.0,0.0,0.029844333333333334,1.0,2291840,254025912,1507399,3337815,4271784,2291840,4153344,3809280,16868,2473984
light-oauth2-data-1719602043,invalid_code_verifier_format_PKCE_400,1,5.999999999999961,0.029752,0,0,0,0.0,0.0,0.029844333333333334,1.0,2599432,255830264,1508991,3362390,4271784,2599432,3760128,4104192,20712,2809856
light-oauth2-data-1719602043,code_verifier_too_short_pkce_400,1,5.000000000000004,0.029752,0,0,0,0.0,0.0,0.029844333333333334,1.0,2845440,257781848,1509231,3389308,4271784,2845440,3604480,4292608,23064,2670592
light-oauth2-data-1719602043,code_verifier_too_short_pkce_400,1,4.0000000000000036,0.029752,0,0,0,0.0,0.0,0.029844333333333334,1.0,2306504,260855376,1509479,3426506,4271784,2306504,4136960,3825664,17234,3457024
light-oauth2-data-1719602043,code_verifier_too_short_pkce_400,1,2.000000000000046,0.029752,1,0,0,0.0,0.0,0.029844333333333334,1.0,2969904,262755312,1510519,3444782,4271784,2969904,3719168,4243456,28399,3399680
light-oauth2-data-1719602043,code_verifier_too_long_pkce_400,1,9.999999999999934,0.029752,1,0,0,0.0,0.0,0.029844333333333334,1.0,2411592,265854464,1510743,3485899,4271784,2411592,3973120,3989504,18035,2523136
light-oauth2-data-1719602043,code_verifier_too_long_pkce_400,1,4.0000000000000036,0.029751,1,0,0,0.0,0.0,0.029844333333333334,1.0,2583840,267723256,1511639,3511815,4271784,2583840,3629056,4268032,20696,2293760
light-oauth2-data-1719602043,code_verifier_too_long_pkce_400,1,4.0000000000000036,0.029751,0,0,0,0.0,0.0,0.029844333333333334,1.0,2615984,269736928,1511639,3541407,4271784,2615984,3629056,4268032,20361,2531328
light-oauth2-data-1719602043,code_verifier_missing_pkce_400,1,0.0,0.029751,1,0,0,0.0,0.0,0.029844333333333334,1.0,2615984,269736928,1511639,3541407,4271784,2615984,3629056,4268032,20361,2531328
light-oauth2-data-1719602043,code_verifier_missing_pkce_400,1,4.0000000000000036,0.029751,1,0,0,0.0,0.0,0.029844333333333334,1.0,2761984,271716056,1511639,3568850,4271784,2761984,3514368,4382720,22978,2531328
light-oauth2-data-1719602043,code_verifier_missing_pkce_400,1,4.0000000000000036,0.029751,0,0,0,0.0,0.0,0.029844333333333334,1.0,2891216,273689416,1511639,3598232,4271784,2891216,3522560,4374528,23876,2482176
light-oauth2-data-1719602043,verification_failed_pkce_400,1,5.000000000000004,0.029736000000000002,0,0,0,0.0,0.0,0.029844333333333334,1.0,3060136,275725296,1511639,3622909,4304552,3060136,3440640,4423680,28652,3203072
light-oauth2-data-1719602043,verification_failed_pkce_400,1,5.999999999999961,0.029736000000000002,0,0,0,0.0,0.0,0.029844333333333334,1.0,2437440,278890288,1511639,3664486,4271784,2437440,4046848,3915776,18495,2285568
light-oauth2-data-1719602043,verification_failed_pkce_400,1,4.0000000000000036,0.029751,1,0,0,0.0,0.0,0.029844333333333334,1.0,2530064,280788904,1511935,3692829,4271784,2530064,3686400,4243456,18808,2260992
light-oauth2-data-1719602043,get_token_404,1,5.000000000000004,0.029751,0,0,0,0.0,0.0,0.029844333333333334,1.0,2585808,282751272,1512639,3722465,4271784,2585808,3678208,4186112,18909,2531328
light-oauth2-data-1719602043,get_token_404,1,4.0000000000000036,0.029751,0,0,0,0.0,0.0,0.029844333333333334,1.0,2742136,284734280,1513327,3748957,4271784,2742136,3448832,4448256,21604,2531328
light-oauth2-data-1719602043,get_token_404,1,6.00000000000005,0.029751,1,0,0,0.0,0.0,0.029844333333333334,1.0,2835192,286778936,1513559,3776953,4271784,2835192,3579904,4317184,23729,2727936
light-oauth2-data-1719602043,delete_token_404,1,5.000000000000004,0.029751,0,0,0,0.0,0.0,0.029844333333333334,1.0,2913880,288784496,1514271,3805873,4271784,2913880,3432448,4431872,24967,2670592
light-oauth2-data-1719602043,delete_token_404,1,4.0000000000000036,0.029736000000000002,0,0,0,0.0,0.0,0.029844333333333334,1.0,2947064,290808336,1514487,3836157,4271784,2947064,3530752,4399104,23792,2596864
light-oauth2-data-1719602043,delete_token_404,1,4.0000000000000036,0.029736000000000002,0,0,0,0.0,0.0,0.029844333333333334,1.0,2134416,293959384,1514727,3877089,4271784,2134416,4251648,3678208,14752,2605056
light-oauth2-data-1719602043,get_token_page_400_no_page,1,7.499999999999951,0.029736000000000002,1,0,0,0.0,0.0,0.029844333333333334,1.0,2713176,295892096,1515279,3900141,4271784,2713176,3620864,4341760,20708,2367488
light-oauth2-data-1719602043,get_token_page_400_no_page,1,4.0000000000000036,0.029715,1,0,0,0.0,0.0,0.029844333333333334,1.0,2569808,297949376,1515503,3931662,4271784,2569808,3645440,4317184,19521,2007040
light-oauth2-data-1719602043,get_token_page_400_no_page,1,4.0000000000000036,0.029736000000000002,0,0,0,0.0,0.0,0.029844333333333334,1.0,2586456,299922608,1516271,3959492,4271784,2586456,3555328,4374528,20896,2465792
light-oauth2-data-1719602043,register_user_400_user_exists,1,0.0,0.029736000000000002,1,0,0,0.0,0.0,0.029844333333333334,1.0,2586456,299922608,1516271,3959492,4271784,2586456,3555328,4374528,20896,2465792
light-oauth2-data-1719602043,register_user_400_user_exists,1,4.0000000000000036,0.029736000000000002,1,0,0,0.0,0.0,0.029844333333333334,1.0,2621536,301929088,1516999,3989352,4271784,2621536,3596288,4300800,21035,2539520
light-oauth2-data-1719602043,register_user_400_user_exists,1,5.999999999999961,0.029736000000000002,1,0,0,0.0,0.0,0.029844333333333334,1.0,2718904,303902344,1517247,4013885,4271784,2718904,3825664,4071424,24671,3194880
light-oauth2-data-1719602043,register_user_400_email_exists,1,2.5000000000000577,0.029736000000000002,1,0,0,0.0,0.0,0.029844333333333334,1.0,3151968,305857104,1517487,4040070,4304552,3151968,3334144,4497408,29018,3186688
light-oauth2-data-1719602043,register_user_400_email_exists,1,5.999999999999961,0.029715,1,0,0,0.0,0.0,0.029844333333333334,1.0,2424904,309023552,1517959,4082428,4271784,2424904,3940352,3989504,18304,2654208
light-oauth2-data-1719602043,register_user_400_email_exists,1,4.0000000000000036,0.029715,1,0,0,0.0,0.0,0.029844333333333334,1.0,2871432,310752848,1517959,4105173,4271784,2871432,3620864,4308992,24120,2654208
light-oauth2-data-1719602043,register_user_400_no_password,1,6.00000000000005,0.029715,1,0,0,0.0,0.0,0.029844333333333334,1.0,2268904,313916000,1518191,4143889,4271784,2268904,4136960,3825664,16476,2228224
light-oauth2-data-1719602043,register_user_400_no_password,1,4.0000000000000036,0.029706999999999997,1,0,0,0.0,0.0,0.029844333333333334,1.0,2629128,315841800,1518663,4170324,4271784,2629128,3538944,4358144,19141,2228224
light-oauth2-data-1719602043,register_user_400_no_password,1,1.9999999999999574,0.029706999999999997,1,0,0,0.0,0.0,0.029844333333333334,1.0,2559352,317783776,1519127,4197618,4271784,2559352,3768320,4096000,21910,2908160
light-oauth2-data-1719602043,register_user_400_password_no_match,1,10.000000000000083,0.029631,1,0,0,0.0,0.0,0.029844333333333334,1.0,2794096,319750432,1519127,4223715,4271784,2794096,3661824,4202496,24255,3088384
light-oauth2-data-1719602043,register_user_400_password_no_match,1,4.0000000000000036,0.02963,1,0,0,0.0,0.0,0.029844333333333334,1.0,2443736,322878584,1519583,4260978,4271784,2443736,4063232,3899392,18742,2531328
light-oauth2-data-1719602043,register_user_400_password_no_match,1,5.999999999999961,0.02963,1,0,0,0.0,0.0,0.029844333333333334,1.0,2555544,324777136,1519583,4286091,4271784,2555544,3768320,4128768,22444,2252800
light-oauth2-data-1719602043,update_user_404_no_user,1,5.000000000000004,0.02963,0,0,0,0.0,0.0,0.029844333333333334,1.0,2640664,326747384,1520087,4316371,4271784,2640664,3670016,4194304,21842,2752512
light-oauth2-data-1719602043,update_user_404_no_user,1,4.0000000000000036,0.02963,0,0,0,0.0,0.0,0.029844333333333334,1.0,2760216,328671344,1520383,4344787,4271784,2760216,3645440,4251648,22275,2924544
light-oauth2-data-1719602043,update_user_404_no_user,1,4.0000000000000036,0.02963,0,0,0,0.0,0.0,0.029844333333333334,1.0,2326056,331723440,1520591,4381164,4271784,2326056,4136960,3825664,16966,3448832
light-oauth2-data-1719602043,get_user_404_no_user,1,0.0,0.02963,1,0,0,0.0,0.0,0.029844333333333334,1.0,2326056,331723440,1520591,4381164,4271784,2326056,4136960,3825664,16966,3448832
light-oauth2-data-1719602043,get_user_404_no_user,1,5.999999999999961,0.02963,1,0,0,0.0,0.0,0.029844333333333334,1.0,2943024,333563760,1520823,4399835,4271784,2943024,3612672,4284416,26910,3325952
light-oauth2-data-1719602043,get_user_404_no_user,1,4.0000000000000036,0.029631,1,0,0,0.0,0.0,0.029844333333333334,1.0,3000168,335660944,1521343,4429066,4271784,3000168,3522560,4374528,28141,2473984
light-oauth2-data-1719602043,get_user_page_400_no_page,1,5.000000000000004,0.02963,0,0,0,0.0,0.0,0.029844333333333334,1.0,2279536,338766792,1522263,4472434,4271784,2279536,3948544,3981312,16192,3145728
light-oauth2-data-1719602043,get_user_page_400_no_page,1,6.00000000000005,0.029614,0,0,0,0.0,0.0,0.029844333333333334,1.0,2809176,340553496,1522263,4493083,4304552,2809176,3514368,4251648,23758,3080192
light-oauth2-data-1719602043,get_user_page_400_no_page,1,1.9999999999999574,0.029613,1,0,0,0.0,0.0,0.029844333333333334,1.0,2154192,343668888,1522799,4533307,4271784,2154192,4136960,3792896,15038,2359296
light-oauth2-data-1719602043,delete_user_404_no_user,1,7.500000000000062,0.029613,1,0,0,0.0,0.0,0.029844333333333334,1.0,2663000,345596608,1523287,4557906,4271784,2663000,3497984,4399104,19734,2359296
light-oauth2-data-1719602043,delete_user_404_no_user,1,4.0000000000000036,0.029611000000000002,1,0,0,0.0,0.0,0.029844333333333334,1.0,2568080,347611840,1523519,4588436,4271784,2568080,3637248,4325376,18337,2285568
light-oauth2-data-1719602043,delete_user_404_no_user,1,5.999999999999961,0.029611000000000002,1,0,0,0.0,0.0,0.029844333333333334,1.0,2670976,349678376,1523767,4616886,4271784,2670976,3432448,4497408,20229,2285568
light-oauth2-data-1719602043,update_password_401_wrong_password,1,2.5000000000000577,0.029547,1,0,0,0.0,0.0,0.029844333333333334,1.0,2458808,351673912,1523983,4645684,4271784,2458808,3719168,4177920,20904,2605056
light-oauth2-data-1719602043,update_password_401_wrong_password,1,3.9999999999999147,0.029547,0,0,0,0.0,0.0,0.029844333333333334,1.0,2599056,353673040,1524735,4676282,4271784,2599056,3604480,4325376,19849,2605056
light-oauth2-data-1719602043,update_password_401_wrong_password,1,6.00000000000005,0.029511,1,0,0,0.0,0.0,0.029844333333333334,1.0,2705008,355661424,1525207,4700270,4271784,2705008,3653632,4210688,24980,2482176
light-oauth2-data-1719602043,update_password_404_user_not_found,1,0.0,0.029511,1,0,0,0.0,0.0,0.029844333333333334,1.0,2705008,355661424,1525207,4700270,4271784,2705008,3653632,4210688,24980,2482176
light-oauth2-data-1719602043,update_password_404_user_not_found,1,4.0000000000000036,0.029547,1,0,0,0.0,0.0,0.029844333333333334,1.0,2873536,357698520,1525671,4730759,4304552,2873536,3661824,4169728,25570,3538944
light-oauth2-data-1719602043,update_password_404_user_not_found,1,5.999999999999961,0.029511,1,0,0,0.0,0.0,0.029844333333333334,1.0,2322080,360778280,1526135,4770575,4273832,2322080,3940352,3989504,16494,2383872
light-oauth2-data-1719602043,update_password_400_not_match,1,5.000000000000004,0.029511,0,0,0,0.0,0.0,0.029844333333333334,1.0,2484080,362686872,1526855,4797250,4273832,2484080,3661824,4268032,18712,2375680
light-oauth2-data-1719602043,update_password_400_not_match,1,4.0000000000000036,0.029511,0,0,0,0.0,0.0,0.029844333333333334,1.0,2530856,364653384,1527319,4826724,4273832,2530856,3579904,4317184,18013,2605056
light-oauth2-data-1719602043,update_password_400_not_match,1,4.0000000000000036,0.029481,0,0,0,0.0,0.0,0.029844333333333334,1.0,2688632,366648504,1527783,4853219,4273832,2688632,3702784,4161536,22177,2932736
light-oauth2-data-1719605644,correct,0,-1.2580185317177477,0.03975,1,0,0,0.0,0.0,0.030598,1.0,2672816,11112320,1449071,106686,4156712,2672816,3596288,4300800,24325,1818624
light-oauth2-data-1719605644,correct,0,4.0000000000000036,0.03975,1,0,0,0.0,0.0,0.030598,1.0,2650624,13168320,1449543,139479,4164904,2650624,3497984,4431872,21167,1818624
light-oauth2-data-1719605644,correct,0,6.0,0.034724000000000005,1,0,0,0.0,0.0,0.030598,1.0,2594968,15209208,1450591,169848,4214272,2594968,3473408,4456448,21048,2080768
light-oauth2-data-1719605644,correct,0,3.999999999999998,0.034724000000000005,1,0,0,0.0,0.0,0.030598,1.0,2484384,17237064,1450831,199860,4259568,2484384,3686400,4243456,20200,2080768
light-oauth2-data-1719605644,correct,0,3.999999999999998,0.034724000000000005,0,0,0,0.0,0.0,0.030598,1.0,2649024,19230056,1451599,230715,4263664,2649024,3457024,4440064,19062,2473984
light-oauth2-data-1719605644,correct,0,6.0,0.035286,1,0,0,0.0,0.0,0.030598,1.0,2622944,21205336,1452047,257056,4267760,2622944,4014080,3981312,21966,3153920
light-oauth2-data-1719605644,correct,0,4.0000000000000036,0.035286,1,0,0,0.0,0.0,0.030598,1.0,3022208,23176800,1452991,281241,4300528,3022208,3530752,4366336,27512,3153920
light-oauth2-data-1719605644,correct,0,5.999999999999994,0.034724000000000005,1,0,0,0.0,0.0,0.030598,1.0,2405280,26193760,1454399,320597,4273904,2405280,4128768,3801088,19136,3211264
light-oauth2-data-1719605644,correct,0,2.0000000000000018,0.034885,1,0,0,0.0,0.0,0.030598,1.0,2951376,28057624,1455359,343192,4306672,2951376,3506176,4325376,25371,3088384
light-oauth2-data-1719605644,correct,0,6.000000000000005,0.034724000000000005,1,0,0,0.0,0.0,0.030598,1.0,2423496,31210264,1456303,382539,4273904,2423496,3940352,3989504,17849,2228224
light-oauth2-data-1719605644,correct,0,3.9999999999999925,0.032635000000000004,1,0,0,0.0,0.0,0.030598,1.0,2580576,33099552,1456839,407017,4273904,2580576,3883008,4046848,22042,3022848
light-oauth2-data-1719605644,correct,0,4.0000000000000036,0.034724000000000005,0,0,0,0.0,0.0,0.030598,1.0,2818120,35038008,1457543,435954,4273904,2818120,3334144,4431872,22503,2482176
light-oauth2-data-1719605644,correct,0,6.000000000000005,0.032635000000000004,1,0,0,0.0,0.0,0.030598,1.0,2870376,37079176,1458655,460619,4275952,2870376,3604480,4292608,26524,3137536
light-oauth2-data-1719605644,register_client_400_clientType,1,6.666666666666654,0.032635000000000004,0,0,0,0.0,0.0,0.030598,1.0,2415664,40163840,1459623,501721,4275952,2415664,3981312,3948544,17959,2539520
light-oauth2-data-1719605644,register_client_400_clientType,1,6.000000000000005,0.032635000000000004,0,0,0,0.0,0.0,0.030598,1.0,2584808,42032256,1460567,529796,4275952,2584808,3563520,4268032,18845,2408448
light-oauth2-data-1719605644,register_client_400_clientType,1,3.9999999999999925,0.032089,1,0,0,0.0,0.0,0.030598,1.0,2730280,44004440,1460567,552223,4278000,2730280,3768320,4128768,26160,2146304
light-oauth2-data-1719605644,register_client_400_clientProfile,1,0.0,0.032089,1,0,0,0.0,0.0,0.030598,1.0,2730280,44004440,1460567,552223,4278000,2730280,3768320,4128768,26160,2146304
light-oauth2-data-1719605644,register_client_400_clientProfile,1,4.0000000000000036,0.032089,1,0,0,0.0,0.0,0.030598,1.0,2917088,46105416,1461039,585290,4282096,2917088,3268608,4628480,22985,2146304
light-oauth2-data-1719605644,register_client_400_clientProfile,1,4.0000000000000036,0.031936,0,0,0,0.0,0.0,0.030598,1.0,2596056,48163808,1461511,614832,4284144,2596056,3571712,4325376,23073,2359296
light-oauth2-data-1719605644,register_client_404_no_user,1,10.000000000000009,0.032089,1,0,0,0.0,0.0,0.030598,1.0,2632592,50144904,1462319,647224,4284144,2632592,3555328,4341760,19879,2564096
light-oauth2-data-1719605644,register_client_404_no_user,1,6.000000000000005,0.031936,1,0,0,0.0,0.0,0.030598,1.0,2779856,52171760,1462887,675753,4284144,2779856,3596288,4300800,22075,2547712
light-oauth2-data-1719605644,register_client_404_no_user,1,3.9999999999999813,0.031936,1,0,0,0.0,0.0,0.030598,1.0,2909496,54191936,1463735,699794,4286192,2909496,3604480,4292608,27211,3006464
light-oauth2-data-1719605644,update_client_400_clientType,1,0.0,0.031936,1,0,0,0.0,0.0,0.030598,1.0,2909496,54191936,1463735,699794,4286192,2909496,3604480,4292608,27211,3006464
light-oauth2-data-1719605644,update_client_400_clientType,1,4.0000000000000036,0.031351,1,0,0,0.0,0.0,0.030598,1.0,3127280,56149744,1464239,728177,4286192,3127280,3317760,4579328,28707,3006464
light-oauth2-data-1719605644,update_client_400_clientType,1,4.0000000000000036,0.031351,0,0,0,0.0,0.0,0.030598,1.0,2381576,59317464,1464783,770916,4286192,2381576,4071424,3858432,17357,2392064
light-oauth2-data-1719605644,update_client_400_clientProfile,1,5.000000000000004,0.031351,0,0,0,0.0,0.0,0.030598,1.0,2625176,61202528,1464783,798024,4286192,2625176,3563520,4300800,19158,2293760
light-oauth2-data-1719605644,update_client_400_clientProfile,1,6.000000000000005,0.031351,0,0,0,0.0,0.0,0.030598,1.0,2652992,63214224,1465503,822103,4286192,2652992,3743744,4153344,24653,2342912
light-oauth2-data-1719605644,update_client_400_clientProfile,1,5.999999999999983,0.031936,0,0,0,0.0,0.0,0.030598,1.0,2590168,65082376,1466191,853453,4286192,2590168,3874816,4055040,21868,3284992
light-oauth2-data-1719605644,update_client_404_ownerId,1,6.666666666666672,0.031351,0,0,0,0.0,0.0,0.030598,1.0,2137616,68277584,1467183,892889,4286192,2137616,4136960,3792896,14760,2465792
light-oauth2-data-1719605644,update_client_404_ownerId,1,4.0000000000000036,0.031275000000000004,1,0,0,0.0,0.0,0.030598,1.0,2582080,70196544,1467479,915282,4286192,2582080,3735552,4194304,21529,2326528
light-oauth2-data-1719605644,update_client_404_ownerId,1,4.0000000000000036,0.031275000000000004,0,0,0,0.0,0.0,0.030598,1.0,2626944,72160800,1468255,944776,4286192,2626944,3751936,4177920,21395,2637824
light-oauth2-data-1719605644,update_client_404_clientId,1,5.000000000000004,0.031176000000000002,0,0,0,0.0,0.0,0.030598,1.0,2776496,74173752,1468919,970046,4286192,2776496,3743744,4153344,26020,2867200
light-oauth2-data-1719605644,update_client_404_clientId,1,4.0000000000000036,0.031176000000000002,0,0,0,0.0,0.0,0.030598,1.0,2121512,77237600,1468919,1012579,4286192,2121512,4169728,3760128,14615,2596864
light-oauth2-data-1719605644,update_client_404_clientId,1,3.9999999999999813,0.031275000000000004,0,0,0,0.0,0.0,0.030598,1.0,2686696,79144224,1469639,1031792,4286192,2686696,3702784,4227072,24278,2367488
light-oauth2-data-1719605644,delete_client_404_no_client,1,0.0,0.031275000000000004,1,0,0,0.0,0.0,0.030598,1.0,2686696,79144224,1469639,1031792,4286192,2686696,3702784,4227072,24278,2367488
light-oauth2-data-1719605644,delete_client_404_no_client,1,8.000000000000007,0.031176000000000002,1,0,0,0.0,0.0,0.030598,1.0,2530008,81059728,1470695,1063814,4286192,2530008,3833856,4096000,20503,2875392
light-oauth2-data-1719605644,delete_client_404_no_client,1,4.0000000000000036,0.031176000000000002,1,0,0,0.0,0.0,0.030598,1.0,2892856,83086848,1470695,1091138,4318960,2892856,3579904,4284416,24374,3334144
light-oauth2-data-1719605644,get_client_404_no_client,1,5.000000000000004,0.031084999999999998,0,0,0,0.0,0.0,0.030598,1.0,2433320,86078160,1471143,1126176,4286192,2433320,4046848,3850240,19491,2605056
light-oauth2-data-1719605644,get_client_404_no_client,1,2.0000000000000018,0.031084999999999998,1,0,0,0.0,0.0,0.030598,1.0,3080016,87970656,1471807,1146246,4286192,3080016,3530752,4399104,28277,2605056
light-oauth2-data-1719605644,get_client_404_no_client,1,5.999999999999983,0.031176000000000002,1,0,0,0.0,0.0,0.030598,1.0,3218072,89982816,1472583,1174931,4318960,3218072,3342336,4521984,29339,2613248
light-oauth2-data-1719605644,get_client_page_400_no_page,1,6.666666666666672,0.031176000000000002,0,0,0,0.0,0.0,0.030598,1.0,2433944,93125472,1473735,1217730,4286192,2433944,3940352,3989504,18232,2539520
light-oauth2-data-1719605644,get_client_page_400_no_page,1,4.0000000000000036,0.031084999999999998,1,0,0,0.0,0.0,0.030598,1.0,2544920,95041368,1475015,1245203,4286192,2544920,3555328,4374528,19614,2064384
light-oauth2-data-1719605644,get_client_page_400_no_page,1,6.000000000000005,0.031084999999999998,1,0,0,0.0,0.0,0.030598,1.0,2602880,97057208,1475239,1271459,4286192,2602880,3670016,4194304,23494,2277376
light-oauth2-data-1719605644,register_service_400_service_id,1,0.0,0.031084999999999998,1,0,0,0.0,0.0,0.030598,1.0,2602880,97057208,1475239,1271459,4286192,2602880,3670016,4194304,23494,2277376
light-oauth2-data-1719605644,register_service_400_service_id,1,4.0000000000000036,0.031084999999999998,1,0,0,0.0,0.0,0.030598,1.0,2625760,98983904,1475239,1300125,4286192,2625760,3637248,4227072,23628,2768896
light-oauth2-data-1719605644,register_service_400_service_id,1,4.0000000000000036,0.031084999999999998,0,0,0,0.0,0.0,0.030598,1.0,2893840,101023200,1475239,1326728,4286192,2893840,3653632,4210688,26665,2899968
light-oauth2-data-1719605644,register_service_400_service_type,1,6.666666666666672,0.031062000000000003,1,0,0,0.0,0.0,0.030598,1.0,3161088,103054264,1475727,1354790,4286192,3161088,3457024,4440064,28967,2809856
light-oauth2-data-1719605644,register_service_400_service_type,1,6.000000000000005,0.030874000000000002,0,0,0,0.0,0.0,0.030598,1.0,2371568,106160528,1476927,1397277,4286192,2371568,3964928,3964928,17733,2334720
light-oauth2-data-1719605644,register_service_400_service_type,1,4.0000000000000036,0.030874000000000002,1,0,0,0.0,0.0,0.030598,1.0,2652008,108210016,1478199,1424845,4288240,2652008,3227648,4538368,20129,2015232
light-oauth2-data-1719605644,register_service_404_no_user,1,7.499999999999951,0.030874000000000002,1,0,0,0.0,0.0,0.030598,1.0,2412392,110236032,1478431,1457027,4290288,2412392,3620864,4341760,17679,2015232
light-oauth2-data-1719605644,register_service_404_no_user,1,2.0000000000000018,0.031062000000000003,1,0,0,0.0,0.0,0.030598,1.0,2545072,112274432,1478871,1485190,4290288,2545072,3424256,4538368,19404,2441216
light-oauth2-data-1719605644,register_service_404_no_user,1,6.000000000000005,0.030943,1,0,0,0.0,0.0,0.030598,1.0,2458392,114305376,1479583,1516106,4290288,2458392,3481600,4481024,18443,2195456
light-oauth2-data-1719605644,update_service_404_user_id,1,5.000000000000004,0.031062000000000003,0,0,0,0.0,0.0,0.030598,1.0,2527064,116337232,1480111,1545505,4290288,2527064,3325952,4636672,18693,2097152
light-oauth2-data-1719605644,update_service_404_user_id,1,4.0000000000000036,0.031062000000000003,0,0,0,0.0,0.0,0.030598,1.0,2479936,118378576,1480575,1575977,4290288,2479936,3538944,4423680,18170,2097152
light-oauth2-data-1719605644,update_service_404_user_id,1,4.0000000000000036,0.031084999999999998,0,0,0,0.0,0.0,0.030598,1.0,2499784,120411520,1481055,1605141,4290288,2499784,3424256,4538368,18813,2228224
light-oauth2-data-1719605644,update_service_404_service_id,1,0.0,0.031084999999999998,1,0,0,0.0,0.0,0.030598,1.0,2499784,120411520,1481055,1605141,4290288,2499784,3424256,4538368,18813,2228224
light-oauth2-data-1719605644,update_service_404_service_id,1,6.000000000000005,0.031084999999999998,1,0,0,0.0,0.0,0.030598,1.0,2445376,122439840,1481831,1635327,4290288,2445376,3506176,4456448,18380,2228224
light-oauth2-data-1719605644,update_service_404_service_id,1,4.0000000000000036,0.031084999999999998,1,0,0,0.0,0.0,0.030598,1.0,2554944,124474088,1482271,1663377,4290288,2554944,3440640,4489216,20157,2228224
light-oauth2-data-1719605644,delete_service_404_no_service,1,5.000000000000004,0.031062000000000003,0,0,0,0.0,0.0,0.030598,1.0,2381264,126508304,1482855,1695943,4292336,2381264,3629056,4300800,17427,2228224
light-oauth2-data-1719605644,delete_service_404_no_service,1,4.0000000000000036,0.031084999999999998,0,0,0,0.0,0.0,0.030598,1.0,2399336,128415296,1483407,1723407,4292336,2399336,3620864,4145152,18503,2359296
light-oauth2-data-1719605644,delete_service_404_no_service,1,4.0000000000000036,0.031062000000000003,0,0,0,0.0,0.0,0.030598,1.0,2649568,130445688,1483407,1748296,4292336,2649568,3620864,4276224,24003,2359296
light-oauth2-data-1719605644,get_service_404_no_service,1,7.499999999999951,0.031084999999999998,1,0,0,0.0,0.0,0.030598,1.0,2593560,132455240,1484863,1780428,4292336,2593560,3571712,4358144,21287,2605056
light-oauth2-data-1719605644,get_service_404_no_service,1,4.0000000000000036,0.031062000000000003,1,0,0,0.0,0.0,0.030598,1.0,2748280,134479824,1485543,1811401,4292336,2748280,3440640,4456448,20190,2588672
